SMILES Labelled,ConBase_pKa,Reference
[O-:10]C(C#N)=C(C#N)C#N,1.9,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[O-:10]C(c1cccc2ccc[nH+]c12)=O,1.9,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[O-:10]c1c2nc[n]([C@H]([C@H]3O)O[C@@H](CO)[C@@H]3O)c2nc(N)[nH+]1,1.9,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[NH2:10]c1cccc2c1nn[n]2[C@H](C1)O[C@@H](CO)[C@@H]1O,1.9,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[O-:10]C(CSc1[nH+]c2cc3ccccc3cc2[nH]1)=O,1.9,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[NH2:10]c(cc1)ccc1S(Nc1cncnc1)(=O)=O,1.9,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[O-:10]C(C#CBr)=O,1.9,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[n:10](cc1)ccc1C#N,1.91,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[O-:10]c1nc[n+](C)cc1,1.91,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[O-:10]C(C#CC#CCC)=O,1.91,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[n:10]1c(N)[n](C(C)C)nn1,1.91,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[n:10]1c[nH]c(cn2)c1nc2SC,1.91,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[n:10]1c(C=O)cccc1C=O,1.92,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[O-:10]C(C1(CC1)C(O)=O)=O,1.92,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[O-:10]C([C@H]1O[C@@H]1C(O)=O)=O,1.92,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[O-:10]C([C@H](C1)[NH2+]C[C@@H]1O)=O,1.92,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[n:10]1c(cccc2O)c2ccn1,1.92,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[NH:10]1c(cc(cc2)OC)c2[NH2+]CC1,1.93,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[n:10](cc1)c(Cc2[nH+]cc[nH]2)[n]1C(C)=O,1.93,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[n-:10]1nnnc1C(Cc1ccccc1)[NH3+],1.93,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[O-:10]C(C#CC#CC)=O,1.94,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[n:10](cccc1cc2)c1c(O)c2[N+]([O-])=O,1.94,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[O-:10]C(C(C)(O1)SC(C)C1=O)=O,1.94,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[n:10]1c(C)cnc(C)c1,1.95,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[n:10](c(C)ccn1)c1SC,1.95,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[O-:10]C([C@H]([C@H]1CC(OC)=O)[NH2+]C[C@@H]1C(C)=C)=O,1.95,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[O-:10]C(C(/C=C/c1ccc(C)cc1)=O)=O,1.96,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[n:10]1c(C)c(Cl)c(C)[n]1C,1.96,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[O-:10]C(c(ccc([N+]([O-])=O)c1)c1Cl)=O,1.96,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[n:10]1c(-c2ccccc2)[o]c(-c2ccccc2)n1,1.96,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[n:10](cc1)ccc1C1=[NH+]c(cccc2)c2[NH2+]1,1.96,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[O-:10]C(C(/C=C/c1ccccc1)=O)=O,1.97,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[NH2:10]c(cc1)c(C)cc1[N+]([O-])=O,1.97,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[N:10](\c(cc1)ccc1C(O)=O)=C\c1ccccc1,1.97,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[O-:10]C(C[NH+](CC)CC)=O,1.98,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[n:10](c[nH+]1)cc(O)c1[O-],1.99,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[O-:10]C(C1[NH2+]CCC1)=O,1.99,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[n:10]1c[nH]c2c1nc[nH+]c2[O-],1.99,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[O:10]=C1\N=CN(C)C=C\1c1ccccc1,1.99,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[O-:10]C(C[NH2+]CCN(CC(O)=O)S(c1ccc(C)cc1)(=O)=O)=O,1.99,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[O-:10][n+](cc1)ccc1OCc1ccccc1,1.99,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[O-:10]C(C[NH+](C)C)=O,1.99,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[n:10]1cnc(C)cc1,1.99,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[O-:10]C(c1c(NC(N)=O)[nH]c[nH+]1)=O,2,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[n:10]([n](C)c(C)c1)c1-c1[nH+]cc[nH]1,2,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[N:10]1(CC#N)CCOCC1,2,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[n-:10](c(-[n]1ncnc1)n1)nc1[N+]([O-])=O,2,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[O-:10]c1[n+](C)cnc2c1[nH]cn2,2,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[O-:10]C(C[NH+](CC(O)=O)Cc(cc(cc1C[NH+](CC(O)=O)CC(O)=O)Cl)c1O)=O,2,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[O-:10]C(C(C(C)(C)S)[n]1c(C/C=C/CC)[nH+]cc1)=O,2,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[N:10](C)(C)c(cc1)ccc1/N=N/c1[nH+]cccc1,2,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[NH2:10]c(cc1)ccc1S(Nc1ncccn1)(=O)=O,2,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[n:10]1c[n](C(C(C)(C)C)=O)c2c1cccc2,2,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[O-:10]C([C@H]1[NH+](C[C@@H](C)CC2)[C@@H]2[C@H](C)CC1)=O,2,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[O-:10]C(C#CI)=O,2,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[S-:10]C(NCC[NH3+])=S,2,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[O-:10]C(C1=O)=C1c1ccccc1,2.01,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[n:10](cccc1)c1N(C)C(C)=O,2.01,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[O-:10]C(C[N+]1(C)CCCCC1)=O,2.01,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[O-:10]C([C@H]([C@H]1CC(N)=O)[NH2+]C[C@@H]1C(C)=C)=O,2.01,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[O-:10]C(O)=C1c(cccc2)c2-c2c1cccc2,2.01,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[O-:10]C(c1cccc([N+]([O-])=O)c1Cl)=O,2.02,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[N-:10](c1nnn[n]1CC)[N+]([O-])=O,2.02,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[O-:10]C(c1c[nH+]ccc1)=O,2.03,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[NH:10]1c(cc(C)cc2)c2[NH2+]CC1,2.03,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[n:10](cccc1)c1NS(c(cc1)ccc1NC(C)=O)(=O)=O,2.03,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[n:10]1cc2ccccc2c(C#N)c1,2.04,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[n:10]1cccc2ccc(ccc[nH+]3)c3c12,2.04,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[O-:10]S(CCCc1ccccc1)=O,2.05,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[O-:10]C([C@@H]([C@H]1C(C)(C)[C@@]2(C)CC1)[C@@H]2O)=O,2.05,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[O-:10][n+](cc1)ccc1OC,2.05,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[S-:10]c1cccc2ccc[nH+]c12,2.05,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[NH2:10]NC(c(cc1)ccc1[NH3+])=O,2.05,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[O-:10]C(c1ccc([N+]([O-])=O)[o]1)=O,2.06,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[O-:10][N+](C(C)(C)NC1(C)C)=C1c1ccccc1,2.06,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[O-:10]C(C1=O)=C1c(cc1)ccc1F,2.07,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[NH2:10]c(ccc(Cl)c1)c1Cl,2.07,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[n:10](cnc(N1CCOCC1)c1N2)c1SCC2=O,2.07,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[n-:10]1nnnc1Cl,2.07,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[O-:10][n+](c(C)c1)c(C)cc1C(N)=O,2.08,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[O-:10]C(c(cccc1)c1[NH3+])=O,2.08,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[O-:10]C(C(CCC(O)=O)[NH3+])=O,2.08,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[NH2:10]c(cc1)ccc1S(Nc1nc(C)ccn1)(=O)=O,2.08,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[O-:10]C([C@H]([C@@H]1CC(O)=O)[NH2+]C[C@H]1C(C)=C)=O,2.09,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[O-:10]c(cccc1)[n+]1N,2.1,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[O:10]=C1\N(C)C=NC(C)=C\1,2.1,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[n:10](c(C)ccn1)c1OC,2.1,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[O-:10]C(C(Cc1n[nH]cn1)[NH3+])=O,2.1,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[O-:10]C([C@H]([C@H]1CC(O)=O)[NH2+]C[C@@H]1C(C)=C)=O,2.1,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[O-:10]C(C1[NH2+]C(CC(O)=O)CC1C(C)C)=O,2.1,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[O-:10]C(C(CO)[NH2+]Cc(cccc1)c1O)=O,2.1,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[NH2:10]c(cccc1C)c1-c(c(C)ccc1)c1[NH3+],2.1,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[O-:10]C([C@H]([C@H]1CC(O)=O)[NH2+]C[C@@H]1/C(\C)=C/C=C/C(C)C(O)=O)=O,2.1,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[N-:10](C(C#N)=C(C#N)C#N)C(C#N)=C(C#N)C#N,2.1,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[O-:10]C(C(CO)[NH2+]Cc(cc(cc1)OC)c1O)=O,2.1,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[O-:10]C(C[NH+](CCNS(c1ccccc1)(=O)=O)CC(O)=O)=O,2.1,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[n:10]1c[nH]c2c1ncnc2/C=N/NC(N)=O,2.1,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[n:10]1c(C)cncc1C,2.11,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[O-:10]C(C#CSc1ccccc1)=O,2.11,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[NH:10]1c(cccc2)c2[NH2+]CC1,2.11,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[NH2:10]c(cc1)ccc1S(N)(=O)=O,2.11,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[O-:10]C(C[n]1nnnc1-c1ccccc1)=O,2.11,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[O-:10]C([C@H]([C@@H](C(N)=O)O)N)=O,2.12,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[O-:10]C(C[n]1nncn1)=O,2.12,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[O-:10]c1[nH+]cnc2ccccc12,2.12,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[O-:10]C([C@H]1[NH2+]C[C@H](C(C)C)[C@@H]1CC(O)=O)=O,2.12,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[O-:10]C(C(CO)[NH2+]Cc(cc(cc1)Cl)c1O)=O,2.12,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
O=P(O)(O)[O-:10],2.12,"Guthrie, J. P. Can. J. Chem. 1978, 56, 2342 - 2354."
[n:10]1c(cccc2)c2c[n]1C,2.13,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[NH2:10]NC(CC(C([O-])=O)[NH2+]CCO)=O,2.13,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[O-:10]C(c(c(C)ccc1)c1[N+]([O-])=O)=O,2.13,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[n-:10]1nnnc1Br,2.13,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[O-:10]C(C(CC(N)=O)N)=O,2.14,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[n:10](c(C)c1)c[nH+]c1[O-],2.15,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[N:10](C)(C1O)C=Cc(cc2)c1cc2OC,2.15,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[O-:10]C(c(cc(cc1)[N+]([O-])=O)c1O)=O,2.15,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[NH2:10]c1ccc(S(Nc2scnn2)(=O)=O)cc1,2.15,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[O-:10]C(C[NH+](CCNS(c1ccc(CCBr)cc1)(=O)=O)CC(O)=O)=O,2.15,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[O-:10]C(C(CO)[NH2+]Cc(cc(cc1)[N+]([O-])=O)c1O)=O,2.15,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[O-:10]C(C[NH+](CCNS(c1ccc(C)cc1)(=O)=O)CC(O)=O)=O,2.15,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[n:10]1c(C[NH+](CCO)CCO)[nH]c2c1cccc2,2.15,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[n:10]1c[n](C)c2c1N=CN(C)C2=O,2.16,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[O-:10]C(C[n]1nnnc1C)=O,2.16,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[O-:10]C(c1cccc([N+]([O-])=O)c1O)=O,2.16,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[N:10](C)(C)c(cc1)ccc1/N=N/c1cc(CC)ccc1,2.16,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[O-:10]C(c1cc(Cl)cc([N+]([O-])=O)c1)=O,2.17,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[O-:10]C(C(c1c2cccc1)=O)=C(C(c1ccccc1)=O)C2=O,2.17,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[n:10]([n](C)c(C)c1)c1-[n]1nc(C)cc1C,2.19,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[NH2:10]c1ccc(S(Nc2sc(C)nn2)(=O)=O)cc1,2.19,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[n:10]1ccc(C)[nH+]c1[S-],2.2,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[O-:10]C(C(C)(C)[NH2+]C)=O,2.2,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[O-:10]C(C(CCC(N)=O)N)=O,2.2,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[O-:10]C(C(C[n]1nccc1)[NH3+])=O,2.2,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[NH2:10]c(cccc1)c1/C(\N)=[NH+]/O,2.2,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[N:10]1=C(C)CC(C)=[NH+]c2c1ccc([N+]([O-])=O)c2,2.2,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[n:10](cc(C1[NH+](C)CCC1)cc1)c1NC(C)=O,2.2,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[O-:10]C(CN(CC([O-])=O)Cc1cc(Cl)cc(C[NH+](CC([O-])=O)CC(O)=O)c1O)=O,2.2,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[n:10](c(C[NH+](CC)CC)c1)c(c(C)c2)[n]1nc2-c1ccccc1,2.2,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[n:10]1nc2ccccc2c2ccccc12,2.2,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[O-:10]C(C[NH+](CC(O)=O)Cc(cccc1)c1O)=O,2.2,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[O-:10]C(C(Cc1n[nH]c2c1cccc2)[NH3+])=O,2.2,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[O-:10]S(CCCC)=O,2.2,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[n:10](cccc1)c1C(OC)=O,2.21,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[n:10]1c(CCl)[nH]c(cc2)c1cc2[N+]([O-])=O,2.21,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[n:10]1c(CO)[nH]c(cc2)c1cc2[N+]([O-])=O,2.21,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[O-:10]C(C#C[Si](C)(C)C)=O,2.21,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[O-:10]C(C(C)[NH2+]CCC)=O,2.21,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[S-:10]c1[nH+]cnc(N)c1N,2.21,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
